NAME                                   VERSION                             TYPE                       
jq                                     1.7.1-r0                            apk                         
js-sdsl                                4.3.0                               npm                         
js-tokens                              4.0.0                               npm                         
js-yaml                                4.1.0                               npm                         
jsbn                                   1.1.0                               npm                         
jsesc                                  3.1.0                               npm                         
json-buffer                            3.0.1                               npm                         
json-schema-traverse                   0.4.1                               npm                         
json-schema-traverse                   1.0.0                               npm                         
json-stable-stringify-without-jsonify  1.0.1                               npm                         
jszip                                  3.10.1                              npm                         
keyv                                   4.5.4                               npm                         
kuler                                  2.0.0                               npm                         
levn                                   0.4.1                               npm                         
libapk2                                2.14.9-r1                           apk                         
libattr                                2.5.2-r2                            apk                         
libbsd                                 0.12.2-r0                           apk                         
libcrypto3                             3.3.3-r0                            apk                         
libcurl                                8.12.1-r1                           apk                         
libgcc                                 14.2.0-r5                           apk                         
libidn2                                2.3.7-r0                            apk                         
libintl                                0.22.5-r0                           apk                         
libmd                                  1.1.0-r0                            apk                         
libncursesw                            6.5_p20250216-r0                    apk                         
libproc2                               4.0.4-r2                            apk                         
libpsl                                 0.21.5-r3                           apk                         
libssl3                                3.3.3-r0                            apk                         
libstdc++                              14.2.0-r5                           apk                         
libunistring                           1.3-r0                              apk                         
lie                                    3.3.0                               npm                         
linux-pam                              1.7.0-r2                            apk                         
locate-path                            6.0.0                               npm                         
lodash.merge                           4.6.2                               npm                         
logform                                2.7.0                               npm                         
loupe                                  3.1.3                               npm                         
lru-cache                              10.4.3                              npm        (+1 duplicate)   
lru-cache                              11.1.0                              npm                         
magic-string                           0.30.17                             npm                         
magicast                               0.3.5                               npm                         
make-dir                               4.0.0                               npm                         
make-fetch-happen                      14.0.3                              npm                         
merge2                                 1.4.1                               npm                         
micromatch                             4.0.8                               npm                         
mime                                   1.6.0                               npm                         
minimatch                              10.0.1                              npm                         
minimatch                              3.1.2                               npm                         
minimatch                              9.0.5                               npm        (+1 duplicate)   
minimist                               1.2.8                               npm                         
minipass                               3.3.6                               npm        (+2 duplicates)  
minipass                               7.1.2                               npm        (+1 duplicate)   
minipass-collect                       2.0.1                               npm                         
minipass-fetch                         4.0.0                               npm                         
minipass-flush                         1.0.5                               npm                         
minipass-pipeline                      1.2.4                               npm                         
minipass-sized                         1.0.3                               npm                         
minizlib                               3.0.1                               npm                         
mixin-deep                             2.0.1                               npm                         
mkdirp                                 3.0.1                               npm        (+1 duplicate)   
moment                                 2.30.1                              npm                         
mqtt                                   5.10.4                              npm                         
mqtt-packet                            9.0.2                               npm                         
ms                                     2.0.0                               npm                         
ms                                     2.1.3                               npm        (+1 duplicate)   
multicast-dns                          7.2.5                               npm                         
musl                                   1.2.5-r10                           apk                         
musl-utils                             1.2.5-r10                           apk                         
nanoid                                 3.3.11                              npm                         
natural-compare                        1.4.0                               npm                         
ncurses-terminfo-base                  6.5_p20250216-r0                    apk                         
negotiator                             1.0.0                               npm                         
netcat-openbsd                         1.228.1-r0                          apk                         
nghttp2-libs                           1.65.0-r0                           apk                         
node-addon-api                         8.3.0                               npm                         
node-gyp                               11.1.0                              npm                         
node-gyp-build                         4.8.4                               npm                         
nodejs                                 22.13.1-r4                          apk                         
nopt                                   8.1.0                               npm                         
number-allocator                       1.0.14                              npm                         
object-assign-deep                     0.4.0                               npm                         
on-finished                            2.4.1                               npm                         
one-time                               1.0.0                               npm                         
oniguruma                              6.9.10-r0                           apk                         
optionator                             0.9.4                               npm                         
p-limit                                3.1.0                               npm                         
p-locate                               5.0.0                               npm                         
p-map                                  7.0.3                               npm                         
package-json-from-dist                 1.0.1                               npm        (+1 duplicate)   
pako                                   1.0.11                              npm                         
parent-module                          1.0.1                               npm                         
parseurl                               1.3.3                               npm                         
path-exists                            4.0.0                               npm                         
path-key                               3.1.1                               npm        (+1 duplicate)   
path-scurry                            1.11.1                              npm        (+1 duplicate)   
path-scurry                            2.0.0                               npm                         
pathe                                  2.0.3                               npm                         
pathval                                2.0.0                               npm                         
picocolors                             1.1.1                               npm                         
picomatch                              2.3.1                               npm                         
pnpm                                   10.4.1                              npm                         
postcss                                8.5.3                               npm                         
prelude-ls                             1.2.1                               npm                         
prettier                               3.5.3                               npm                         
proc-log                               5.0.0                               npm                         
process                                0.11.10                             npm                         
process-nextick-args                   2.0.1                               npm                         
procps-ng                              4.0.4-r2                            apk                         
promise-retry                          2.0.1                               npm                         
punycode                               2.3.1                               npm                         
queue-microtask                        1.2.3                               npm                         
range-parser                           1.2.1                               npm                         
readable-stream                        2.3.8                               npm                         
readable-stream                        3.6.2                               npm                         
readable-stream                        4.7.0                               npm                         
readline                               8.2.13-r0                           apk                         
regenerator-runtime                    0.14.1                              npm                         
reinterval                             1.1.0                               npm                         
require-from-string                    2.0.2                               npm                         
resolve-from                           4.0.0                               npm                         
retry                                  0.12.0                              npm                         
reusify                                1.1.0                               npm                         
rfdc                                   1.4.1                               npm                         
rimraf                                 5.0.10                              npm                         
rimraf                                 6.0.1                               npm                         
rollup                                 4.38.0                              npm                         
run-parallel                           1.2.0                               npm                         
safe-buffer                            5.1.2                               npm                         
safe-buffer                            5.2.1                               npm                         
safe-stable-stringify                  2.5.0                               npm                         
safer-buffer                           2.1.2                               npm        (+1 duplicate)   
scanelf                                1.3.8-r1                            apk                         
semver                                 7.7.1                               npm        (+1 duplicate)   
send                                   0.19.0                              npm                         
serve-static                           1.16.2                              npm                         
setimmediate                           1.0.5                               npm                         
setprototypeof                         1.2.0                               npm                         
shadow                                 4.17.3-r0                           apk                         
shebang-command                        2.0.0                               npm        (+1 duplicate)   
shebang-regex                          3.0.0                               npm        (+1 duplicate)   
siginfo                                2.0.0                               npm                         
signal-exit                            4.1.0                               npm        (+1 duplicate)   
simdjson                               3.12.0-r0                           apk                         
simdutf                                6.4.1-r0                            apk                         
simple-swizzle                         0.2.2                               npm                         
skalibs-libs                           2.14.3.0-r0                         apk                         
slip                                   1.0.2                               npm                         
smart-buffer                           4.2.0                               npm                         
socks                                  2.8.4                               npm                         
socks-proxy-agent                      8.0.5                               npm                         
source-map                             0.6.1                               npm                         
source-map-js                          1.2.1                               npm                         
source-map-support                     0.5.21                              npm                         
split2                                 4.2.0                               npm                         
sprintf-js                             1.1.3                               npm                         
sqlite-libs                            3.49.1-r0                           apk                         
ssl_client                             1.37.0-r14                          apk                         
ssri                                   12.0.0                              npm                         
stack-trace                            0.0.10                              npm                         
stackback                              0.0.2                               npm                         
statuses                               2.0.1                               npm                         
std-env                                3.8.1                               npm                         
stdlib                                 go1.23.7                            go-module  (+1 duplicate)   
string-width                           4.2.3                               npm        (+2 duplicates)  
string-width                           5.1.2                               npm        (+1 duplicate)   
string_decoder                         1.1.1                               npm                         
string_decoder                         1.3.0                               npm                         
strip-ansi                             6.0.1                               npm        (+3 duplicates)  
strip-ansi                             7.1.0                               npm        (+1 duplicate)   
strip-json-comments                    3.1.1                               npm                         
supports-color                         7.2.0                               npm                         
tar                                    7.4.3                               npm                         
test-exclude                           7.0.1                               npm                         
text-hex                               1.0.0                               npm                         
throttleit                             2.1.0                               npm                         
thunky                                 1.1.0                               npm                         
tinybench                              2.9.0                               npm                         
tinyexec                               0.3.2                               npm                         
tinypool                               1.0.2                               npm                         
tinyrainbow                            2.0.0                               npm                         
tinyspy                                3.0.2                               npm                         
tmp                                    0.2.3                               npm                         
to-regex-range                         5.0.1                               npm                         
toidentifier                           1.0.1                               npm                         
triple-beam                            1.4.1                               npm                         
ts-api-utils                           2.1.0                               npm                         
tslib                                  2.8.1                               npm                         
type-check                             0.4.0                               npm                         
typedarray                             0.0.6                               npm                         
typescript                             5.8.2                               npm                         
typescript-eslint                      8.28.0                              npm                         
tzdata                                 2025b-r0                            apk                         
undici-types                           6.20.0                              npm                         
unique-filename                        4.0.0                               npm                         
unique-slug                            5.0.0                               npm                         
uri-js                                 4.4.1                               npm                         
util-deprecate                         1.0.2                               npm                         
utmps-libs                             0.1.2.3-r2                          apk                         
v8-compile-cache                       2.4.0                               npm                         
vite                                   6.2.3                               npm                         
vite-node                              3.0.9                               npm                         
vitest                                 3.0.9                               npm                         
which                                  2.0.2                               npm        (+1 duplicate)   
which                                  5.0.0                               npm                         
why-is-node-running                    2.3.0                               npm                         
winston                                3.17.0                              npm                         
winston-syslog                         2.7.1                               npm                         
winston-transport                      4.9.0                               npm                         
word-wrap                              1.2.5                               npm                         
worker-timers                          7.1.8                               npm                         
worker-timers-broker                   6.1.8                               npm                         
worker-timers-worker                   7.0.71                              npm                         
wrap-ansi                              7.0.0                               npm        (+1 duplicate)   
wrap-ansi                              8.1.0                               npm        (+1 duplicate)   
ws                                     8.18.1                              npm                         
yallist                                4.0.0                               npm        (+2 duplicates)  
yallist                                5.0.0                               npm                         
yocto-queue                            0.1.0                               npm                         
zigbee-herdsman                        3.4.11                              npm                         
zigbee-herdsman-converters             23.20.1                             npm                         
zigbee-on-host                         0.1.10                              npm                         
zigbee2mqtt                            2.2.1                               npm                         
zigbee2mqtt-frontend                   0.9.7                               npm                         
zlib                                   1.3.1-r2                            apk                         
zstd-libs                              1.5.7-r0                            apk                         
